smiles,compound_name
CC(C)OC(=O)C(C)N[P@SP1](=O)(OCC1OC(n2ccc(=O)[nH]c2=O)C(C)(F)C1O)Oc1ccccc1,Compound_2905
Cc1cnc(C(=O)NC2CCCCC/C=C\C3CC3(C(=O)N[S@SP3](=O)(=O)C3CC3)NC(=O)C3CC(Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1,Compound_2906
Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,Compound_2907
CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,Compound_2908
Cc1cn(C2OC(CO)C(O)C2F)c(=O)[nH]c1=O,Compound_2909
O=C(O)CCCN1CCC(OC(c2ccc(Cl)cc2)c2ccccn2)CC1.O=[S@SP2](=O)(O)c1ccccc1,Compound_2910
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C.Cl,Compound_2911
Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1.O=[N+]([O-])[O-],Compound_2912
CCC1=CC2CN(C1)CC1=C(N=C3C=CC=CC31)C(C(=O)OC)(c1cc3c(cc1OC)N(C)C1C(O)(C(=O)OC)C(OC(C)=O)C4(CC)C=CCN5CCC31C54)C2.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,Compound_2913
Cl.NCc1c[nH]c(=S)n1C1CCc2c(F)cc(F)cc2C1,Compound_2914
O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,Compound_2915
O=[N+]([O-])c1cn2c(n1)OCC(OCc1ccc(OC(F)(F)F)cc1)C2,Compound_2916
Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1OCC(=O)O,Compound_2917
CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCC2,Compound_2918
CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O,Compound_2919
NC(=O)C1CCCC2=C1N=C1C=CC(Cl)=CC12,Compound_2920
NC(=O)c1cccc(-c2cccc(OC(=O)NC3CCCCC3)c2)c1,Compound_2921
Cl.Cl.O=c1cc(CN2CCOCC2)occ1OCCCCCSc1ccnc2cc(C(F)(F)F)ccc12,Compound_2922
COc1ccc(CC(=O)NC(N/C(=N/C#N)Nc2cccc3ncccc23)C(C)(C)C)cc1OC,Compound_2923
CC(C)(C)Cn1c(N)nc2ccc(-c3[nH]c(C(C)(C)C)nc3-c3ccc(F)cc3)nc21.C[S@SP2](=O)(=O)O.C[S@SP2](=O)(=O)O,Compound_2924
Cc1c(CN2CCN([S@SP1](C)(=O)=O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,Compound_2925
CCn1c(N)c(C(=O)NC)c(=O)c2ccc(C#CC(C)(O)COC)nc21,Compound_2926
CN1CCN(c2ccc(C(=O)NC3=NN=C4CC=C(Cc5cc(F)cc(F)c5)C=C43)c(NC3CCOCC3)c2)CC1,Compound_2927
Cl.O=c1[nH]c(C2CCCN2)nc2c1oc1ccc(Cl)cc12,Compound_2928
Cn1cc(C2=C(c3cccc(N)c3)C(=O)NC2=O)c2ccccc21,Compound_2929
O=C1Nc2ccc(CN3C(=O)CSC3=O)cc2/C1=C/c1cc(CN2CCOCC2)c[nH]1,Compound_2930
CNC(=O)Nc1cc(Oc2cncc(C)c2)c(-c2ccc(OCC(C)(C)O)nc2)cn1,Compound_2931
Cc1ccc2nc(-n3nc(C)c(Cc4ccccc4)c3O)[nH]c2c1,Compound_2932
COc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2cn(C)c3cnccc23)n1,Compound_2933
CN(C)C/C=C/C(=O)Nc1ccc(C(=O)Nc2cccc(Nc3ncc(Cl)c(C4=CN=C5C=CC=CC45)n3)c2)cc1,Compound_2934
Nc1nc(OCC2CCCCC2)c2nc[nH]c2n1,Compound_2935
COC(=O)C12CCC(C)(C)CC1C1C(=O)C=C3C4(C)C=C(C#N)C(=O)C(C)(C)C4CCC3(C)C1(C)CC2,Compound_2936
C/C(O)=C(\C#N)C(=O)Nc1cc(Br)ccc1Br,Compound_2937
Cn1sc(=O)n(Cc2ccccc2)c1=O,Compound_2938
CC(C)CCN1c2nc(Nc3cc(F)c(O)c(F)c3)ncc2N(C)C(=O)C1C,Compound_2939
O=C1N=C2C=CC=CC2N1C1CCN(Cc2ccc(C3=Nc4cc5c(cc4=NC3c3ccccc3)N=CN=5)cc2)CC1,Compound_2940
CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,Compound_2941
CC1=C(C(=O)N2CCN(C)CC2)C(C)C(/C=C2\C(=O)Nc3ccc([S@SP3](=O)(=O)N(C)c4cccc(Cl)c4)cc32)=N1,Compound_2942
CCC1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCC(N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C,Compound_2943
CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,Compound_2944
CCCC(NC(=O)/C(C#N)=C/c1cccc(Br)n1)c1ccccc1,Compound_2945
CC1(O)CC(c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn23)C1,Compound_2946
O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,Compound_2947
Cc1ccccc1-n1c(Cn2ncc3c(N)ncnc32)nc2cccc(C)c2c1=O,Compound_2948
Cc1cnc(NC(=O)Nc2cc(Br)c(C)cc2OCC2CNCCO2)cn1,Compound_2949
Cn1cc(C2=Nc3cc(NC(=O)C(N)C4CCCCC4)cc4c(=O)nncc2c34)cn1,Compound_2950
CC(NC(=O)C(O)c1cc(F)cc(F)c1)C(=O)NC1C(=O)N(C)c2ccccc2-c2ccccc21,Compound_2951
COc1ccc(-c2nc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)n(Cc3ccc(C(N)=O)cc3)c2-c2ccc(OC)cc2)cc1,Compound_2952
CNC(C)C(=O)NC1CN(C(=O)CC(C)C)CCC2CCC(C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,Compound_2953
O=C(O)CCCCCC(=O)N/N=C/c1ccccc1C(=O)O,Compound_2954
COC1CCC(N2C(=O)CNc3ncc(-c4ccc(C(C)(C)O)nc4)nc32)CC1,Compound_2955
COc1cc(C(=O)O)ccc1NC(=O)C1NC(CC(C)(C)C)C(C#N)(c2ccc(Cl)cc2F)C1c1cccc(Cl)c1F,Compound_2956
CN(C(=O)n1cnc(-c2ccc[n+]([O-])c2)c1)C1CCCCC1,Compound_2957
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2,Compound_2958
O=C(c1cc([S@SP3](=O)(=O)Nc2ccccc2F)c(F)cc1Cl)N1CCN2CCCC2C1,Compound_2959
CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1.Cl.Cl,Compound_2960
O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2Cl)nc1)NO,Compound_2961
CN(CC(=O)N(Cc1ccc(C2CCCCC2)cc1)c1ccc(C(=O)O)c(O)c1)[S@SP3](=O)(=O)c1c(F)c(F)c(F)c(F)c1F,Compound_2962
CN1c2ccccc2C(=O)Nc2cnc(Nc3ccc(N4CCC(O)CC4)cc3)nc21,Compound_2963
CCC1=CC2CN(C1)CC1=C(N=C3C=CC=CC31)C(C(=O)OC)(c1cc3c(cc1OC)N(C)C1C(O)(C(=O)OC)C(OC(C)=O)C4(CC)C=CCN5CCC31C54)C2,Compound_2964
C=C1CCC(O)C/C1=C/C=C1\CCCC2(C)C1CCC2C(C)CCCC(C)C,Compound_2965
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,Compound_2966
N#C/C(C(=O)c1ccc(Cl)cc1Cl)=C1/NC(=O)c2ccccc2N1,Compound_2967
OB1OCc2cc(F)ccc21,Compound_2968
COc1ccccc1C(=O)Nc1cc2c(cc1N1CCNCC1C)n(C)c(=O)n2C,Compound_2969
COCc1nnc(N2CC(Oc3ccc(F)cc3Cl)C2)n1-c1ccc(OC)nc1,Compound_2970
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,Compound_2971
C=CCN1CCC23c4c5ccc(O)c4OC2C(OCCOCCOCCOCCOCCOCCOCCOC)CCC3(O)C1C5.O=C(O)C(=O)O,Compound_2972
CC(C)OC(=O)Nc1ccc2nc(-c3cscn3)[nH]c2c1,Compound_2973
COC(=O)CC1CC(c2ccc(O)cc2)=NO1,Compound_2974
CCOC(=O)N1CCC(CN(Cc2ccc(Cl)cc2)Cc2ccc([N+](=O)[O-])s2)C1,Compound_2975
O=[N+]([O-])c1ccc(Nc2ccccc2-c2ccccc2)c2nonc12,Compound_2976
CCCCCNC(=O)N1CCC(CN(Cc2ccc(Cl)cc2)Cc2ccc([N+](=O)[O-])s2)C1,Compound_2977
CC(C)CC(=O)NC(C(=O)NC(C(=O)NC(CC(C)C)C(O)CC(=O)NC(C)C(=O)NC(CC(C)C)C(O)CC(=O)O)C(C)C)C(C)C,Compound_2978
C/C=C/c1cc(OC)c(OC)cc1OC,Compound_2979
N#Cc1c(Oc2cccc(O[S@SP3](=O)(=O)CCCC(F)(F)F)c2)cccc1C(F)(F)F,Compound_2980
Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1,Compound_2981
CC(O)C(NC(=O)c1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1)C(=O)NO,Compound_2982
CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1,Compound_2983
CC1(C)OCCn2c1nc1c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,Compound_2984
CCN(CC)CC(O)CNc1ccc(NCC2CO2)c2c1C(=O)c1ccccc1C2=O,Compound_2985
N#Cc1ccnc(Nc2cc(C3CCN(C4COC4)CC3)cc(N3CCC(F)(F)C3)n2)c1,Compound_2986
Cc1ncc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cnc(OC2CCOCC2)c(N2CCOCC2)c1,Compound_2987
Cc1c(C)c(NCC(=O)N(C)C2CCN(Cc3ccc(C(N)=O)cc3)CC2)c(C)c(C)c1N,Compound_2988
O=C(O)c1ccc(CN2CC3CC2CN3Cc2ccc(Oc3ccc(-c4ncco4)cc3)cc2)cc1,Compound_2989
CCC(NC(=O)C(C)NC)C(=O)N1CC(O)CC1CC1=C(C2=Nc3cc(F)ccc3C2CC2CC(O)CN2C(=O)C(CC)NC(=O)C(C)NC)N=C2C=C(F)C=CC21,Compound_2990
CC(C)CC(NC(=O)C1OC1C(=O)O)C(=O)NCCCCNC(=N)N,Compound_2991
CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)c(F)c2)CC(C)(C)C2=C1N=C1C=CC=CC12,Compound_2992
C/C(=C\c1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)O1,Compound_2993
Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,Compound_2994
Cc1noc(-c2ccc(CSCCC(=O)O)cc2)c1NC(=O)OC(C)c1ccccc1Cl,Compound_2995
CC(NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC1C(=O)N(C)c2ccccc2-c2ccccc21,Compound_2996
Cn1cncc1C(N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,Compound_2997
CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(NC4CCC(O)CC4)c3)c2C1,Compound_2998
CCCCC(C=O)NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1,Compound_2999
CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O,Compound_3000
CC12CCC(O)CC1=CCC1C2CCC2(C)C(n3cnc4ccccc43)=CCC12,Compound_3001
CCc1c(O)cc(O)c(C(=O)c2ccc(OCCN3CCOCC3)c(OC)c2)c1CC(=O)N(CCOC)CCOC,Compound_3002
CN1C2CC(O)CC1C1OC12,Compound_3003
CC(C)(C)C(=O)Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2,Compound_3004
CCCCOc1ccc(C(=O)Nc2ccc(F)cc2F)cc1,Compound_3005
COc1cc(/C=C/C(=O)OCC2OC(OC3(CO)OC(CO)C(O)C3OC(=O)/C=C/c3cc(OC)c(O)c(OC)c3)C(O)C(O)C2O)cc(OC)c1O,Compound_3006
CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1.Cl,Compound_3007
CN1CCN(c2ncc(Sc3cccc(NC(=O)CN)c3)c(OCc3ccccc3)n2)CC1,Compound_3008
CN[S@SP3](=O)(=O)CCc1ccc2c(c1)C(C1CCN(C)CC1)C=N2.Cl,Compound_3009
CC(C)c1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n2Cc1ccc(Cl)cc1,Compound_3010
O=[S@SP2](=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,Compound_3011
COC(=O)c1ccc(O)c(NC(=O)COc2ccc(C34CC5CC(CC(C5)C3)C4)cc2)c1,Compound_3012
NC(=O)Nc1cc(-c2cccc(F)c2)sc1C(=O)NC1CCCNC1,Compound_3013
COc1ccc(-c2cc3c(C)nc(N)nc3n(C3CCC(OCCO)CC3)c2=O)cn1,Compound_3014
O=C(CCCCCN1C(=O)c2cccc3cccc(c23)C1=O)NO,Compound_3015
CC(C)c1cccc(O)c(=O)c1,Compound_3016
CCN(CC)CCCC(C)Nc1nc(C)cc(Nc2ccc3nc(C)cc(N)c3c2)n1.Cl.Cl.Cl,Compound_3017
O=C1N=NC(Sc2ncc([N+](=O)[O-])s2)N1c1ccc2c(c1)OCCO2,Compound_3018
CC(C)=CCc1c(O)ccc(C(=O)/C=C/c2ccc(O)cc2)c1O,Compound_3019
O=C(OC1OC2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC(C2O)C1O)c1cc(O)c(O)c(O)c1,Compound_3020
CC(=O)OCC1=CC2OC(=O)C3=COC(OC4OC(CO)C(O)C(O)C4O)C1C32,Compound_3021
C=C(C)C1CCC2(C)C(CC=C3C4C(C)C(C)CCC4(C)CCC32C)C1(C)CCC(=O)O,Compound_3022
COC(=O)c1ccc(O)cc1,Compound_3023
COc1cc(C=O)cc(OC)c1O,Compound_3024
CC(=O)OC1C(O)COC(OC2CCC34CC35CCC3(C)C(C6(C)CCC(C(C)(C)O)O6)C(O)CC3(C)C5CC(OC3OC(CO)C(O)C(O)C3O)C4C2(C)C)C1OC(C)=O,Compound_3025
CCC(C)CCCCC(=O)NC(CCNC[S@SP3](=O)(=O)O)C(=O)NC(C(=O)NC(CCNC[S@SP3](=O)(=O)O)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCNC[S@SP3](=O)(=O)O)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCNC[S@SP3](=O)(=O)O)NC1=O)C(C)O,Compound_3026
CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(CO)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,Compound_3027
CC(C)(OC1OC(CO)C(O)C(O)C1O)C1Cc2cc3ccc(=O)oc3cc2O1,Compound_3028
COc1cc(CC(C)C(C)Cc2ccc3c(c2)OCO3)ccc1O,Compound_3029
C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(OC6OCC(O)C(O)C6OC6OC(C)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C12,Compound_3030
CC1OC(OC2CCC3(C)C(CCC4(C)C3C=CC3=C5CC(C)(C)CCC5(CO)C(O)CC34C)C2(C)CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,Compound_3031
CC1OC(OC2C(OC3CC4(C)C(CC(O)C5C(C6(C)CCC(C(C)(C)O)O6)CCC54C)C4(C)CCC(O)C(C)(C)C34)OC(CO)C(O)C2O)C(O)C(O)C1O,Compound_3032
O=c1c2cc(OC3OC(CO)C(O)C(O)C3O)c(O)cc2oc2cc(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12,Compound_3033
CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C,Compound_3034
COc1cc2c(cc1O)CC[n+]1cc3c(OC)c(OC)ccc3cc1-2,Compound_3035
COc1cc(CCC(=O)CC(=O)CCc2ccc(O)c(OC)c2)ccc1O,Compound_3036
CC(C)=CCc1cc2c(cc1O)OC(c1ccc(O)cc1)CC2=O,Compound_3037
COc1ccc(CC2COC(=O)C2(O)Cc2ccc(OC3OC(CO)C(O)C(O)C3O)c(OC)c2)cc1OC,Compound_3038
COC1(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C2C1C,Compound_3039
CC(/C=C/C=C(\C)C(=O)OC1OC(CO)C(O)C(O)C1O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,Compound_3040
CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3CCC12C,Compound_3041
COc1cc2ccc(=O)oc2cc1OC1OC(CO)C(O)C(O)C1O,Compound_3042
O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,Compound_3043
O=C(/C=C/c1ccc(O)c2c1C(C(=O)O)C(c1ccc(O)c(O)c1)O2)OC(Cc1ccc(O)c(O)c1)C(=O)O,Compound_3044
CC1OC(OC2C(O)C(COC(=O)/C=C/c3ccc(O)c(O)c3)OC(OCCc3ccc(O)c(O)c3)C2O)C(O)C(O)C1O,Compound_3045
COC(=O)c1cc(OC)c(O)c(OC)c1,Compound_3046
CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,Compound_3047
COc1cc(/C=C/C(=O)O)cc(OC)c1O,Compound_3048
COc1cc(C2Oc3ccc(C4Oc5cc(O)cc(O)c5C(=O)C4O)cc3OC2CO)ccc1O,Compound_3049
CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CCC7(C(=O)O)CCC56C)C4(C)C)OCC(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,Compound_3050
CC1(C)CCC2(C(=O)O)CCC3=C(C(CCl)CC4C3(C)CCC3C4(C)CC(O)C(O)C3(C)C(=O)O)C2C1,Compound_3051
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)ccc1O,Compound_3052
OC1COC(OCC2OC(OC/C=C/c3ccccc3)C(O)C(O)C2O)C(O)C1O,Compound_3053
CC1OC(OCC2OC(Oc3cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc4c3)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,Compound_3054
OCc1ccc(O)cc1,Compound_3055
COc1c2c(cc3oc(COC4OC(CO)C(O)C(O)C4O)cc(=O)c13)OC(C(C)(C)O)C2,Compound_3056
COc1ccc(C2OCC3C(c4cc(OC)c(OC)c(OC)c4)OCC23)cc1OC,Compound_3057
CC1OC(OC2CCC3(C)C(CCC4(C)C3C=CC35OCC6(CCC(C)(C)CC63)C(O)CC45C)C2(C)CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,Compound_3058
CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,Compound_3059
CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC43C)C2C1,Compound_3060
CC1(C)CCC2(C(=O)O)CCC3(CO)C(=CCC4C5(C)CC(O)C(OC6OC(CO)C(O)C(O)C6O)C(C)(C(=O)O)C5CCC43C)C2C1,Compound_3061
COc1cc2ccc(=O)oc2c(OC2OC(CO)C(O)C(O)C2O)c1O,Compound_3062
C=C1CCC2C(C)(COC3OC(CO)C(O)C(O)C3O)CCCC2(C)C1CCC1=CCOC1=O,Compound_3063
CCOC(=O)c1cc(O)c(O)c(O)c1,Compound_3064
O=c1cc(-c2ccc(OC3OC(CO)C(O)C(O)C3O)cc2)oc2cc(O)c(C3OC(CO)C(O)C(O)C3OC3OCC(O)C(O)C3O)c(O)c12,Compound_3065
CCC(CCC(C)C1CCC2C3CC=C4CC(OC5OC(CO)C(O)C(O)C5O)CCC4(C)C3CCC12C)C(C)C,Compound_3066
O=C(O)CCc1ccc(O)cc1O,Compound_3067
O=C1C=C2C=CC(O)C(O)C2O1,Compound_3068
COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(C)CC(=O)C12,Compound_3069
COc1ccc(-c2oc3c(CC=C(C)C)c(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)cc1,Compound_3070
C/C=C1/C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC(=O)OCC1OC(OCCc2ccc(O)cc2)C(O)C(O)C1O,Compound_3071
CC1OC(OC2C(COC3OC(CO)C(O)C(O)C3O)OC(OC3CCC4(C)C(CCC5(C)C4C=CC46OCC7(CCC(C)(C)CC74)C(O)CC56C)C3(C)C)C(O)C2O)C(O)C(O)C1O,Compound_3072
COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1,Compound_3073
COc1ccc(CCOC2OC(COC3OCC(O)C(O)C3O)C(OC(=O)/C=C/c3ccc(O)c(OC)c3)C(OC3OC(C)C(O)C(O)C3O)C2O)cc1O,Compound_3074
CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(OC3OC(CO)C(O)C(O)C3O)CC12C,Compound_3075
CC(=O)OC1C(OC2CCC34CC35CCC3(C)C(C6(C)CCC(C(C)(C)O)O6)C(O)CC3(C)C5CC(OC3OC(CO)C(O)C(O)C3O)C4C2(C)C)OCC(O)C1O,Compound_3076
O=c1cc(-c2ccccc2)oc2cc(OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)c(O)c(O)c12,Compound_3077
C=C1CCCC2(C)CC3(O)OC(=O)C(C)=C3CC12,Compound_3078
CC1CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1(C)O,Compound_3079
COc1ccc(-c2oc3c(CC=C(C)C)c(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2O)cc1,Compound_3080
COc1cc(O)cc(/C=C/c2ccc(O)cc2)c1,Compound_3081
C/C=C1/C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC(=O)OCCc1ccc(O)c(O)c1,Compound_3082
CC1OC(OC2C(O)C(OCCc3ccc(O)c(O)c3)OC(COC3OCC(O)(CO)C3O)C2OC(=O)/C=C/c2ccc(O)c(O)c2)C(O)C(O)C1O,Compound_3083
COc1cc(O)cc2c1C(=O)CC(c1ccccc1)O2,Compound_3084
COc1c(O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1O,Compound_3085
CC1OC(OC2C(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CC(O)C(OC7OC(CO)C(O)C(O)C7O)C(CO)(CO)C6CCC5(C)C3(C)CC4O)OCC(O)C2O)C(O)C(O)C1OC1OCC(O)C(OC2OCC(O)(CO)C2O)C1O,Compound_3086
CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,Compound_3087
COC1C(O)C(O)C(O)C(O)C1O,Compound_3088
CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C,Compound_3089
O=c1cc(-c2ccc(O)cc2)oc2c(C3OCC(O)C(O)C3O)c(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12,Compound_3090
C=C(C)C1CCC2(C=O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,Compound_3091
COc1ccc(CCc2cc(OC)c(OC)c(OC)c2)cc1O,Compound_3092
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)ccc1O,Compound_3093
CCCCCCCCCC(O)CC(=O)CCc1ccc(O)c(OC)c1,Compound_3094
N#C/C=C1/C=CC(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,Compound_3095
O=c1cc(-c2ccc(O)cc2)oc2c(C3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)c(O)cc(O)c12,Compound_3096
CC1OC(=O)C(C)C1CC(O)C(C)(O)C1CCC2(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3CCC12C,Compound_3097
CCCCCc1cc(O)cc(O)c1,Compound_3098
COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C1C(O)CC2(C)O,Compound_3099
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,Compound_3100
CC(Cn1ccc(-c2ccc(C#N)c(Cl)c2)n1)NC(=O)c1cc(C(C)O)n[nH]1,Compound_3101
CC(C)C(NC(=O)c1ccc2ccccc2n1)C(=O)NC(CC(=O)O)C(=O)COc1c(F)cccc1F,Compound_3102
COCCOCCOc1ccc(C2=NC(C)(C(=O)O)CS2)c(O)c1,Compound_3103
O=C(O)CCCCCCCCC(=O)O,Compound_3104
CC(=O)c1ccc(O)c(O)c1,Compound_3105
COc1ccc(CNC(=O)c2cc(-c3cncc(Cl)c3)cnc2-c2ccccn2)nc1OC,Compound_3106
O=C(NCC(=O)N1CCC(NC2CCC(O)(c3ccc(-c4ncccn4)cn3)CC2)C1)c1cccc(C(F)(F)F)c1,Compound_3107
COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,Compound_3108
Cc1ccc(-c2ccc(F)cc2COc2ccc(CCC(=O)O)cc2)cc1,Compound_3109
CN(CCNc1ccnc2cc(Cl)ccc12)CCNc1ccnc2cc(Cl)ccc12,Compound_3110
CN(CCNc1ccnc2cc(Cl)ccc12)CCNc1ccnc2cc(Cl)ccc12.Cl.Cl.Cl,Compound_3111
CC(C)c1ccc(NC(=O)c2cccs2)c(-c2nc3ccccc3[nH]c2=O)c1,Compound_3112
